Vendedor,NroFactura,FechaFactura,Cliente,MontoSinImp,Impuestos,Costo,MontoFactura,Tipo,,,,
Carla,2576,7/5/2015,"Diaz, Gabriel",301.11,80.04,119,381.15,Persona,,,,
Carla,2577,7/5/2015,"Gray, Isaiah",453.1,120.44,66,573.54,Persona,,,,
Alfonso,2578,7/5/2015,Holyoke Producciones,634.72,168.72,78,803.44,Empresa,,,,
Maria,2579,7/5/2015,"Johnson, Dalton",655.75,174.31,104,830.06,Persona,,,,
Luz,2580,7/5/2015,Lancaster Vestimenta,720.75,191.59,77,912.34,Empresa,,,,
John,2581,7/6/2015,"Johnson, Dalton",688.25,182.95,117,871.2,Persona,,,,
Juan,2582,7/6/2015,"Hill, Lucas",635.68,168.97,89,804.65,Persona,,,,
John,2583,7/6/2015,"Garcia, James",267.66,71.14,92,338.8,Persona,,,,
Maria,2584,7/7/2015,"Morgan, Brian",585.97,155.76,118,741.73,Persona,,,,
Penelope,2585,7/7/2015,Jota Cnia,595.53,158.3,77,753.83,Empresa,,,,
Luis,2586,7/7/2015,Sunbury Cnia,290.6,77.24,115,367.84,Empresa,,,,
Luis,2587,7/7/2015,"Sanchez, Eduardo",667.22,177.36,59,844.58,Persona,,,,
Penelope,2588,7/7/2015,"Alonso, Julio",614.65,163.38,110,778.03,Persona,,,,
Carla,2589,7/7/2015,"Diaz, Gabriel",660.53,175.58,99,836.11,Persona,,,,
Juan,2590,7/8/2015,"Baileya, Angela",790.53,210.14,119,1000.67,Persona,,,,
Laura,2591,7/8/2015,"Lopez, Blake",347,92.23,56,439.23,Persona,,,,
Penelope,2592,7/8/2015,Falmouth Cnia,190.23,50.56,93,240.79,Empresa,,,,
Luz,2593,7/8/2015,"Rodriguez, Thomas",330.75,87.91,87,418.66,Persona,,,,
Pedro,2594,7/8/2015,"Anderson, Nicholas",267.66,71.14,64,338.8,Persona,,,,
Juan,2595,7/8/2015,"Kumar, Leonard",794.36,211.15,84,1005.51,Persona,,,,
Penelope,2596,7/8/2015,"Lopez, Blake",672.96,178.88,96,851.84,Persona,,,,
Pedro,2597,7/9/2015,Lake Oswego Cnia,594.57,158.05,88,752.62,Empresa,,,,
Alfonso,2598,7/9/2015,"Bailey, Angel",298.25,79.27,104,377.52,Persona,,,,
John,2599,7/9/2015,Boulder Cnia,184.49,49.04,106,233.53,Empresa,,,,
Penelope,2600,7/9/2015,"Gonzales, Caleb",851.71,226.4,66,1078.11,Persona,,,,
Pedro,2601,7/9/2015,Transportes Pampa,410.09,109,90,519.09,Empresa,,,,
Maria,2602,7/9/2015,"Griffin, Zachary",628.99,167.19,100,796.18,Persona,,,,
Pedro,2603,7/10/2015,Charles Cnia,518.1,137.72,61,655.82,Empresa,,,,
John,2604,7/10/2015,"Anderson, Nicholas",110.89,29.47,105,140.36,Persona,,,,
Laura,2605,7/10/2015,"Davis, John",212.21,56.41,108,268.62,Persona,,,,
Laura,2606,7/10/2015,"Alonso, Julio",113.76,30.23,78,143.99,Persona,,,,
Luz,2607,7/10/2015,Madridia Cnia,195.96,52.09,67,248.05,Empresa,,,,
Laura,2608,7/10/2015,"Edwards, Nathan",325.01,86.39,97,411.4,Persona,,,,
Alfonso,2609,7/10/2015,"Edwards, Nathan",771.42,205.05,90,976.47,Persona,,,,
Penelope,2610,7/10/2015,"Miller, Seth",251.41,66.82,94,318.23,Persona,,,,
Laura,2611,7/10/2015,Dallas Producciones,205.52,54.63,76,260.15,Empresa,,,,
Penelope,2612,7/10/2015,"Reed, Richard",427.29,113.58,63,540.87,Persona,,,,
John,2613,7/10/2015,"Zeng, Omar",654.8,174.05,112,828.85,Persona,,,,
Maria,2614,7/11/2015,"Smith, Julio",688.25,182.95,89,871.2,Persona,,,,
Penelope,2615,7/11/2015,Grupo 3 Estudio de Abogados,589.8,156.77,68,746.57,Empresa,,,,
John,2616,7/11/2015,Madridia Cnia,532.44,141.53,119,673.97,Empresa,,,,
Penelope,2617,7/11/2015,Round Ventures,815.39,216.74,63,1032.13,Empresa,,,,
Luis,2618,7/11/2015,Geelong Cnia,356.56,94.77,95,451.33,Empresa,,,,
Pedro,2619,7/11/2015,"Hill, Lucas",507.59,134.92,81,642.51,Persona,,,,
Luis,2620,7/11/2015,"Zeng, Omar",719.8,191.33,80,911.13,Persona,,,,
Maria,2621,7/11/2015,"Ana, Maria",310.67,82.58,95,393.25,Persona,,,,
Luis,2622,7/12/2015,Fiorilo Transportes y Correo,615.6,163.64,71,779.24,Empresa,,,,
Alfonso,2623,7/12/2015,Viga Ingenieros,578.32,153.73,78,732.05,Empresa,,,,
Pedro,2624,7/12/2015,Holyoke Producciones,137.65,36.59,102,174.24,Empresa,,,,
Luz,2625,7/12/2015,"Perez, Jeremy",215.08,57.17,120,272.25,Persona,,,,
Laura,2626,7/12/2015,Oleagi Agropecuaria,783.84,208.36,101,992.2,Empresa,,,,
Carla,2627,7/13/2015,Congo Mongo Estudio,743.7,197.68,57,941.38,Empresa,,,,
Alfonso,2628,7/13/2015,"Ramos, Dwayne",197.88,52.59,80,250.47,Persona,,,,
Alfonso,2629,7/13/2015,"Evans, Devin",385.23,102.4,119,487.63,Persona,,,,
Maria,2630,7/13/2015,Charles Cnia,287.73,76.48,107,364.21,Empresa,,,,
Luz,2631,7/13/2015,"Kumar, Kevin",373.76,99.35,69,473.11,Persona,,,,
Laura,2632,7/13/2015,"Gao, Ronnie",694.94,184.73,84,879.67,Persona,,,,
Juan,2633,7/13/2015,"Johnson, Austin",263.83,70.13,84,333.96,Persona,,,,
Maria,2634,7/13/2015,"Ramos, Dwayne",196.92,52.34,77,249.26,Persona,,,,
Luz,2635,7/14/2015,"Sanchez, Eduardo",693.03,184.22,116,877.25,Persona,,,,
Maria,2636,7/14/2015,"Bryant, Seth",541.04,143.82,62,684.86,Persona,,,,
Alfonso,2637,7/14/2015,"Ortega, Marvin",272.44,72.41,79,344.85,Persona,,,,
Laura,2638,7/15/2015,"Adams, Wyatt",424.42,112.82,58,537.24,Persona,,,,
Luz,2639,7/15/2015,"Sharma, Ethan",441.63,117.39,71,559.02,Persona,,,,
Carla,2640,7/15/2015,"Kelly, Chase",839.29,223.09,119,1062.38,Persona,,,,
Luz,2641,7/15/2015,Falmouth Cnia,141.48,37.6,72,179.08,Empresa,,,,
Laura,2642,7/15/2015,"Sharma, Ethan",419.65,111.54,107,531.19,Persona,,,,
John,2643,7/15/2015,"Bryant, Seth",787.67,209.37,106,997.04,Persona,,,,
Carla,2644,7/16/2015,"Coleman, James",374.72,99.6,66,474.32,Persona,,,,
Penelope,2645,7/16/2015,Geelong Cnia,486.56,129.33,106,615.89,Empresa,,,,
Laura,2646,7/16/2015,"Sanchez, Ian",678.69,180.41,98,859.1,Persona,,,,
Juan,2647,7/17/2015,Wapato Cnia,175.89,46.75,118,222.64,Empresa,,,,
Carla,2648,7/17/2015,"Kumar, Kevin",773.33,205.56,88,978.89,Persona,,,,
Maria,2649,7/17/2015,"Baileya, Angela",698.77,185.74,109,884.51,Persona,,,,
John,2650,7/17/2015,Victoria Cnia,546.78,145.34,74,692.12,Empresa,,,,
Penelope,2651,7/17/2015,"Coleman, James",752.3,199.97,69,952.27,Persona,,,,
Laura,2652,7/18/2015,"Smith, Jonathan",293.47,78,116,371.47,Persona,,,,
Maria,2653,7/18/2015,Falmouth Cnia,749.43,199.21,111,948.64,Empresa,,,,
Luis,2654,7/18/2015,"Jackson, Noah",131.92,35.06,78,166.98,Persona,,,,
Carla,2655,7/18/2015,Kiela Cnia,349.86,93,72,442.86,Empresa,,,,
Luz,2656,7/18/2015,"Griffin, Kyle",196.92,52.34,119,249.26,Persona,,,,
Luis,2657,7/18/2015,Paris Cnia,816.34,217,55,1033.34,Empresa,,,,
Juan,2658,7/19/2015,"Smith, Jonathan",822.08,218.52,120,1040.6,Persona,,,,
Carla,2659,7/19/2015,Kolkata Cnia,202.66,53.86,57,256.52,Empresa,,,,
Pedro,2660,7/19/2015,"Washington, Jose",634.72,168.72,92,803.44,Persona,,,,
Carla,2661,7/19/2015,Oregon Cnia,291.55,77.5,60,369.05,Empresa,,,,
Penelope,2662,7/20/2015,"Coleman, James",400.53,106.46,97,506.99,Persona,,,,
Laura,2663,7/21/2015,Oleagi Agropecuaria,444.5,118.15,71,562.65,Empresa,,,,
Luis,2664,7/22/2015,Charleston Cnia,788.62,209.63,82,998.25,Empresa,,,,
John,2665,7/22/2015,Transportes Pampa,260.97,69.36,116,330.33,Empresa,,,,
Alfonso,2666,7/22/2015,"Jackson, Noah",747.52,198.7,108,946.22,Persona,,,,
Juan,2667,7/22/2015,"Kumar, Kevin",590.75,157.03,56,747.78,Persona,,,,
Laura,2668,7/23/2015,"Edwards, Nathan",605.09,160.84,113,765.93,Persona,,,,
John,2669,7/23/2015,"Washington, Jose",640.46,170.24,65,810.7,Persona,,,,
Alfonso,2670,7/23/2015,"Edwards, Nathan",786.71,209.12,57,995.83,Persona,,,,
Penelope,2671,7/23/2015,Englewood Cnia,732.22,194.64,118,926.86,Empresa,,,,
Luis,2672,7/23/2015,"Chen, Dylan",599.35,159.32,85,758.67,Persona,,,,
Pedro,2673,7/23/2015,Englewood Cnia,710.24,188.79,103,899.03,Empresa,,,,
John,2674,7/23/2015,Holyoke Producciones,836.42,222.33,101,1058.75,Empresa,,,,
Luz,2675,7/23/2015,"Jackson, Nicholas",368.98,98.08,92,467.06,Persona,,,,
Penelope,2676,7/23/2015,"Sanchez, Ian",139.57,37.09,79,176.66,Persona,,,,
Laura,2677,7/24/2015,Viga Ingenieros,120.45,32.01,67,152.46,Empresa,,,,
Carla,2678,7/24/2015,Canoga Parque,151.04,40.14,62,191.18,Empresa,,,,
Carla,2679,7/24/2015,Charles Cnia,707.37,188.03,72,895.4,Empresa,,,,
Luis,2680,7/24/2015,"Reed, Richard",684.43,181.93,89,866.36,Persona,,,,
Juan,2681,7/25/2015,"Kelly, Chase",442.59,117.64,63,560.23,Persona,,,,
Alfonso,2682,7/25/2015,Round Ventures,116.62,31,120,147.62,Empresa,,,,
Laura,2683,7/26/2015,"Evans, Noah",531.49,141.27,69,672.76,Persona,,,,
Pedro,2684,7/26/2015,"Edwards, Nathan",330.75,87.91,72,418.66,Persona,,,,
Luz,2685,7/26/2015,Grupo 3 Estudio de Abogados,567.81,150.93,115,718.74,Empresa,,,,
Luis,2686,7/26/2015,Buffalo Cnia,198.83,52.85,95,251.68,Empresa,,,,
Luis,2687,7/27/2015,"Rodriguez, Thomas",433.98,115.36,103,549.34,Persona,,,,
Maria,2688,7/27/2015,"Green, James",312.58,83.09,99,395.67,Persona,,,,
Carla,2689,7/27/2015,Jota Cnia,764.72,203.28,71,968,Empresa,,,,
Maria,2690,7/27/2015,"Richardson, Juan",99.42,26.42,76,125.84,Persona,,,,
Penelope,2691,7/28/2015,Dallas Producciones,368.98,98.08,95,467.06,Empresa,,,,
Alfonso,2692,7/28/2015,"Bailey, Angel",390.01,103.67,105,493.68,Persona,,,,
Maria,2693,7/28/2015,Round Ventures,660.53,175.58,88,836.11,Empresa,,,,
Luz,2694,7/28/2015,Greenville Cnia,657.66,174.82,116,832.48,Empresa,,,,
John,2695,7/28/2015,"Kumar, Kevin",494.21,131.36,74,625.57,Persona,,,,
Juan,2696,7/29/2015,"Chen, Dylan",436.85,116.12,58,552.97,Persona,,,,
Juan,2697,7/29/2015,"Evans, Noah",531.49,141.27,92,672.76,Persona,,,,
Maria,2698,7/29/2015,"Kumar, Kevin",790.53,210.14,80,1000.67,Persona,,,,
Carla,2699,7/30/2015,"Ward, Jeremy",246.63,65.55,104,312.18,Persona,,,,
Carla,2700,7/30/2015,Grupo Ases,303.03,80.54,82,383.57,Empresa,,,,
Pedro,2701,7/30/2015,Viga Ingenieros,468.4,124.5,106,592.9,Empresa,,,,
Maria,2702,7/30/2015,"Johnson, Benjamin",823.99,219.03,111,1043.02,Persona,,,,
Alfonso,2703,7/30/2015,"Torres, Isaiah",337.44,89.69,69,427.13,Persona,,,,
Luz,2704,7/30/2015,"Sanchez, Ian",654.8,174.05,82,828.85,Persona,,,,
John,2705,7/30/2015,"Smith, Jonathan",291.55,77.5,117,369.05,Persona,,,,
Maria,2706,7/30/2015,Wapato Cnia,662.44,176.09,76,838.53,Empresa,,,,
Maria,2707,7/30/2015,Lancaster Vestimenta,198.83,52.85,92,251.68,Empresa,,,,
Pedro,2708,7/31/2015,"Gao, Ronnie",482.73,128.32,115,611.05,Persona,,,,
John,2709,7/31/2015,"Gonzales, Caleb",107.07,28.45,74,135.52,Persona,,,,
Laura,2710,7/31/2015,"Richardson, Juan",325.01,86.39,91,411.4,Persona,,,,
Penelope,2711,7/31/2015,"Martinez, Marco",542.96,144.32,76,687.28,Persona,,,,
Alfonso,2712,7/31/2015,"Reed, Richard",661.49,175.83,118,837.32,Persona,,,,
Luz,2713,8/1/2015,Madridia Cnia,565.9,150.42,114,716.32,Empresa,,,,
Maria,2714,8/1/2015,Round Ventures,195.96,52.09,99,248.05,Empresa,,,,
Penelope,2715,8/1/2015,"Kumar, Kevin",324.06,86.13,64,410.19,Persona,,,,
Pedro,2716,8/1/2015,Wapato Cnia,412,109.51,100,521.51,Empresa,,,,
Luis,2717,8/2/2015,"Bailey, Angel",623.25,165.67,102,788.92,Persona,,,,
Penelope,2718,8/2/2015,"Reed, Richard",590.75,157.03,115,747.78,Persona,,,,
Luis,2719,8/2/2015,Viga Ingenieros,819.21,217.76,114,1036.97,Empresa,,,,
Carla,2720,8/2/2015,Longview Cnia,406.26,107.99,94,514.25,Empresa,,,,
Penelope,2721,8/2/2015,Semillas Santo Mongo,726.49,193.11,86,919.6,Empresa,,,,
Pedro,2722,8/3/2015,Semillas Santo Mongo,111.85,29.72,100,141.57,Empresa,,,,
Luz,2723,8/3/2015,Kiela Cnia,358.47,95.28,100,453.75,Empresa,,,,
John,2724,8/3/2015,Transportes Pampa,147.21,39.13,73,186.34,Empresa,,,,
Laura,2725,8/3/2015,"Washington, Jose",718.84,191.08,111,909.92,Persona,,,,
Alfonso,2726,8/3/2015,"Sharma, Ethan",796.27,211.66,113,1007.93,Persona,,,,
Luz,2727,8/3/2015,"Johnson, Austin",398.62,105.95,62,504.57,Persona,,,,
John,2728,8/3/2015,Wapato Cnia,429.2,114.09,69,543.29,Empresa,,,,
Carla,2729,8/3/2015,"Morgan, Brian",530.53,141.02,60,671.55,Persona,,,,
Pedro,2730,8/4/2015,"Ramos, Dwayne",453.1,120.44,91,573.54,Persona,,,,
Luz,2731,8/4/2015,"Kumar, Kevin",711.19,189.05,72,900.24,Persona,,,,
Alfonso,2732,8/4/2015,"Evans, Devin",504.72,134.16,89,638.88,Persona,,,,
Alfonso,2733,8/4/2015,Lancaster Vestimenta,598.4,159.06,101,757.46,Empresa,,,,
John,2734,8/4/2015,"Ward, Jeremy",256.19,68.09,118,324.28,Persona,,,,
John,2735,8/5/2015,Greenville Cnia,593.62,157.79,94,751.41,Empresa,,,,
Luis,2736,8/5/2015,"Ramos, Dwayne",336.48,89.44,91,425.92,Persona,,,,
Carla,2737,8/6/2015,Englewood Cnia,742.74,197.43,79,940.17,Empresa,,,,
Carla,2738,8/6/2015,"Green, James",425.38,113.07,74,538.45,Persona,,,,
Pedro,2739,8/6/2015,"Martinez, Marco",355.6,94.52,92,450.12,Persona,,,,
Luz,2740,8/6/2015,"Morgan, Brian",238.98,63.52,64,302.5,Persona,,,,
Laura,2741,8/7/2015,Paris Cnia,414.87,110.27,87,525.14,Empresa,,,,
Alfonso,2742,8/7/2015,"Johnson, Dalton",613.69,163.13,80,776.82,Persona,,,,
Luis,2743,8/7/2015,"Johnson, Dalton",138.61,36.84,114,175.45,Persona,,,,
Luis,2744,8/7/2015,Transportes Pampa,126.18,33.54,113,159.72,Empresa,,,,
Penelope,2745,8/7/2015,Jota Cnia,608.91,161.86,115,770.77,Empresa,,,,
Laura,2746,8/8/2015,"Ortega, Marvin",333.61,88.68,71,422.29,Persona,,,,
Juan,2747,8/8/2015,"Lewis, Charles",679.65,180.66,102,860.31,Persona,,,,
Maria,2748,8/8/2015,Paris Cnia,232.29,61.74,104,294.03,Empresa,,,,
Pedro,2749,8/8/2015,Sunbury Cnia,130.96,34.81,69,165.77,Empresa,,,,
Luz,2750,8/8/2015,South Portland Cnia,682.52,181.42,67,863.94,Empresa,,,,
Penelope,2751,8/8/2015,"Chen, Dylan",525.75,139.75,114,665.5,Persona,,,,
Laura,2752,8/8/2015,Oregon Cnia,357.51,95.03,57,452.54,Empresa,,,,
Alfonso,2753,8/9/2015,"Alonso, Julio",158.68,42.18,76,200.86,Persona,,,,
Carla,2754,8/9/2015,"Johnson, Benjamin",423.47,112.56,91,536.03,Persona,,,,
Luz,2755,8/10/2015,"Griffin, Kyle",814.43,216.49,113,1030.92,Persona,,,,
Luis,2756,8/10/2015,"Morris, Devin",154.86,41.16,93,196.02,Persona,,,,
Luz,2757,8/10/2015,"Rivera, Adrian",342.22,90.96,71,433.18,Persona,,,,
Maria,2758,8/10/2015,Viga Ingenieros,198.83,52.85,74,251.68,Empresa,,,,
Laura,2759,8/10/2015,Geelong Cnia,381.41,101.38,64,482.79,Empresa,,,,
Juan,2760,8/10/2015,Burbank Cnia,476.04,126.54,107,602.58,Empresa,,,,
Pedro,2761,8/10/2015,Round Ventures,309.72,82.32,81,392.04,Empresa,,,,
Maria,2762,8/10/2015,Charleston Cnia,434.94,115.61,118,550.55,Empresa,,,,
Pedro,2763,8/11/2015,Fiorilo Transportes y Correo,134.79,35.82,58,170.61,Empresa,,,,
Maria,2764,8/11/2015,Geelong Cnia,580.24,154.23,117,734.47,Empresa,,,,
Laura,2765,8/11/2015,"Johnson, Austin",439.72,116.88,82,556.6,Persona,,,,
Luis,2766,8/11/2015,"Richardson, Juan",715.97,190.32,81,906.29,Persona,,,,
Pedro,2767,8/11/2015,"Johnson, Austin",547.74,145.59,67,693.33,Persona,,,,
Luis,2768,8/11/2015,Rochester Cnia,672,178.63,66,850.63,Empresa,,,,
Carla,2769,8/11/2015,Gold Coast Accesorios,159.64,42.43,101,202.07,Empresa,,,,
Alfonso,2770,8/11/2015,Rochester Cnia,176.85,47,66,223.85,Empresa,,,,
Luz,2771,8/12/2015,Jota Cnia,637.59,169.48,82,807.07,Empresa,,,,
Penelope,2772,8/12/2015,"Rodriguez, Thomas",207.44,55.13,103,262.57,Persona,,,,
John,2773,8/13/2015,"Adams, Wyatt",364.2,96.81,69,461.01,Persona,,,,
Pedro,2774,8/13/2015,"Gonzales, Caleb",674.87,179.39,65,854.26,Persona,,,,
Juan,2775,8/13/2015,South Portland Cnia,782.89,208.1,102,990.99,Empresa,,,,
Alfonso,2776,8/13/2015,Geelong Cnia,236.11,62.76,89,298.87,Empresa,,,,
Laura,2777,8/13/2015,Corda Empresa de Correos,420.6,111.8,69,532.4,Empresa,,,,
Pedro,2778,8/13/2015,"Smith, Jonathan",258.1,68.6,93,326.7,Persona,,,,
Luz,2779,8/14/2015,Canoga Parque,831.64,221.06,67,1052.7,Empresa,,,,
Laura,2780,8/14/2015,Congo Mongo Estudio,298.25,79.27,87,377.52,Empresa,,,,
Alfonso,2781,8/14/2015,Jota Cnia,659.58,175.32,90,834.9,Empresa,,,,
Pedro,2782,8/14/2015,Trenton Cnia,222.73,59.2,114,281.93,Empresa,,,,
Luis,2783,8/14/2015,"Richardson, Juan",200.74,53.36,97,254.1,Persona,,,,
Pedro,2784,8/14/2015,"Ortega, Marvin",332.66,88.42,115,421.08,Persona,,,,
Penelope,2785,8/14/2015,"Evans, Noah",372.81,99.09,83,471.9,Persona,,,,
Penelope,2786,8/15/2015,South Portland Cnia,237.07,63.01,70,300.08,Empresa,,,,
Maria,2787,8/15/2015,"Ross, Christian",611.78,162.62,75,774.4,Persona,,,,
Laura,2788,8/15/2015,"Turner, Richard",186.41,49.54,56,235.95,Persona,,,,
Laura,2789,8/16/2015,"Jackson, Noah",721.71,191.84,73,913.55,Persona,,,,
John,2790,8/16/2015,"Mitchell, Marcus",807.74,214.71,66,1022.45,Persona,,,,
Maria,2791,8/16/2015,"Hernandez, Micheal",433.98,115.36,83,549.34,Persona,,,,
Pedro,2792,8/16/2015,"Smith, Julio",429.2,114.09,93,543.29,Persona,,,,
Laura,2793,8/17/2015,Semillas Santo Mongo,708.33,188.28,107,896.61,Empresa,,,,
Alfonso,2794,8/17/2015,"Edwards, Nathan",779.06,207.09,56,986.15,Persona,,,,
John,2795,8/17/2015,"Kumar, Leonard",747.52,198.7,76,946.22,Persona,,,,
Alfonso,2796,8/17/2015,"Hernandez, Micheal",455.01,120.95,92,575.96,Persona,,,,
Maria,2797,8/18/2015,"Smith, Julio",347.95,92.49,108,440.44,Persona,,,,
Juan,2798,8/18/2015,Greenville Cnia,841.2,223.6,62,1064.8,Empresa,,,,
Juan,2799,8/18/2015,"Perez, Jeremy",845.98,224.87,81,1070.85,Persona,,,,
Juan,2800,8/18/2015,Corda Empresa de Correos,607.96,161.6,92,769.56,Empresa,,,,
Juan,2801,8/18/2015,"Miller, Seth",566.85,150.68,63,717.53,Persona,,,,
Pedro,2802,8/18/2015,Burbank Cnia,859.36,228.43,99,1087.79,Empresa,,,,
Carla,2803,8/18/2015,"Ortega, Marvin",163.46,43.45,67,206.91,Persona,,,,
John,2804,8/18/2015,Boulder Cnia,575.46,152.96,74,728.42,Empresa,,,,
Maria,2805,8/18/2015,"Perez, Jeremy",460.75,122.47,80,583.22,Persona,,,,
Maria,2806,8/19/2015,Holyoke Producciones,656.71,174.56,69,831.27,Empresa,,,,
Penelope,2807,8/19/2015,Viga Ingenieros,851.71,226.4,96,1078.11,Empresa,,,,
Pedro,2808,8/19/2015,"Jackson, Nicholas",525.75,139.75,86,665.5,Persona,,,,
Juan,2809,8/19/2015,"Turner, Richard",459.79,122.22,55,582.01,Persona,,,,
Carla,2810,8/20/2015,"Gray, Isaiah",448.32,119.17,109,567.49,Persona,,,,
Juan,2811,8/20/2015,Viga Ingenieros,685.39,182.18,67,867.57,Empresa,,,,
Luz,2812,8/20/2015,Round Ventures,314.5,83.59,79,398.09,Empresa,,,,
Alfonso,2813,8/20/2015,"Alonso, Julio",706.42,187.77,88,894.19,Persona,,,,
Maria,2814,8/20/2015,"Morris, Devin",659.58,175.32,69,834.9,Persona,,,,
Carla,2815,8/20/2015,"Liu, Louis",788.62,209.63,105,998.25,Persona,,,,
Maria,2816,8/20/2015,"Diaz, Gabriel",798.18,212.17,58,1010.35,Persona,,,,
Penelope,2817,8/21/2015,"Gao, Ronnie",433.98,115.36,91,549.34,Persona,,,,
Penelope,2818,8/21/2015,"Arthur, Jermaine",703.55,187.01,72,890.56,Persona,,,,
Maria,2819,8/21/2015,"Rodriguez, Thomas",518.1,137.72,66,655.82,Persona,,,,
Pedro,2820,8/21/2015,"Jackson, Nicholas",265.75,70.63,65,336.38,Persona,,,,
Maria,2821,8/21/2015,"Chen, Dylan",845.98,224.87,63,1070.85,Persona,,,,
Juan,2822,8/21/2015,Geelong Cnia,482.73,128.32,94,611.05,Empresa,,,,
Luis,2823,8/22/2015,"Green, James",356.56,94.77,74,451.33,Persona,,,,
Laura,2824,8/22/2015,Kiela Cnia,543.91,144.58,93,688.49,Empresa,,,,
Penelope,2825,8/23/2015,Burbank Cnia,271.48,72.16,78,343.64,Empresa,,,,
Pedro,2826,8/23/2015,"Miller, Seth",559.21,148.64,89,707.85,Persona,,,,
Juan,2827,8/23/2015,"Alonso, Julio",492.29,130.86,97,623.15,Persona,,,,
Alfonso,2828,8/23/2015,Canoga Parque,486.56,129.33,80,615.89,Empresa,,,,
Luis,2829,8/24/2015,"Washington, Jack",643.33,171,92,814.33,Persona,,,,
Maria,2830,8/24/2015,Wapato Cnia,535.31,142.29,56,677.6,Empresa,,,,
Pedro,2831,8/24/2015,"Adams, Wyatt",134.79,35.82,61,170.61,Persona,,,,
Pedro,2832,8/24/2015,"Pal, Ricardo",229.42,60.98,103,290.4,Persona,,,,
Pedro,2833,8/24/2015,South Portland Cnia,377.59,100.36,76,477.95,Empresa,,,,
Carla,2834,8/24/2015,"Sharma, Ethan",740.83,196.92,107,937.75,Persona,,,,
Alfonso,2835,8/24/2015,Lancaster Vestimenta,575.46,152.96,116,728.42,Empresa,,,,
Carla,2836,8/24/2015,"Hernandez, Micheal",247.58,65.81,66,313.39,Persona,,,,
John,2837,8/25/2015,"Rodriguez, Thomas",732.22,194.64,75,926.86,Persona,,,,
Maria,2838,8/25/2015,"Coleman, James",715.02,190.06,65,905.08,Persona,,,,
Luz,2839,8/25/2015,"Liu, Louis",667.22,177.36,56,844.58,Persona,,,,
John,2840,8/25/2015,"Johnson, Dalton",684.43,181.93,79,866.36,Persona,,,,
Pedro,2841,8/26/2015,"Sanchez, Eduardo",829.73,220.55,76,1050.28,Persona,,,,
Pedro,2842,8/26/2015,Oleagi Agropecuaria,676.78,179.9,71,856.68,Empresa,,,,
Alfonso,2843,8/26/2015,Coffs Harbour Cnia,363.25,96.55,99,459.8,Empresa,,,,
Pedro,2844,8/26/2015,"Ramos, Dwayne",275.3,73.18,78,348.48,Persona,,,,
Luis,2845,8/26/2015,Falmouth Cnia,776.2,206.32,83,982.52,Empresa,,,,
Juan,2846,8/27/2015,"Diaz, Gabriel",118.54,31.5,104,150.04,Persona,,,,
John,2847,8/27/2015,"Gonzales, Caleb",208.39,55.39,79,263.78,Persona,,,,
Laura,2848,8/28/2015,Fiorilo Transportes y Correo,717.89,190.82,107,908.71,Empresa,,,,
Laura,2849,8/28/2015,Semillas Santo Mongo,672.96,178.88,104,851.84,Empresa,,,,
Luis,2850,8/28/2015,Grupo 3 Estudio de Abogados,508.54,135.18,69,643.72,Empresa,,,,
Alfonso,2851,8/28/2015,Grupo Ases,156.77,41.67,68,198.44,Empresa,,,,
Maria,2852,8/28/2015,"Gonzales, Caleb",601.27,159.82,95,761.09,Persona,,,,
John,2853,8/28/2015,"Zeng, Omar",448.32,119.17,83,567.49,Persona,,,,
Maria,2854,8/28/2015,Victoria Cnia,503.76,133.91,102,637.67,Empresa,,,,
Luz,2855,8/29/2015,"Bryant, Seth",604.13,160.59,113,764.72,Persona,,,,
Luis,2856,8/29/2015,Transportes Pampa,199.79,53.1,118,252.89,Empresa,,,,
Luz,2857,8/29/2015,Charles Cnia,682.52,181.42,110,863.94,Empresa,,,,
John,2858,8/29/2015,"Smith, Julio",493.25,131.11,56,624.36,Persona,,,,
Luz,2859,8/30/2015,"Ramos, Dwayne",461.7,122.73,77,584.43,Persona,,,,
Juan,2860,8/30/2015,Lake Oswego Cnia,325.97,86.64,56,412.61,Empresa,,,,
Alfonso,2861,8/30/2015,"Sanchez, Ian",282.95,75.21,63,358.16,Persona,,,,
Luis,2862,8/30/2015,South Portland Cnia,471.26,125.27,83,596.53,Empresa,,,,
Luz,2863,8/31/2015,"Mitchell, Connor",698.77,185.74,112,884.51,Persona,,,,
Juan,2864,8/31/2015,"Ana, Maria",769.5,204.55,84,974.05,Persona,,,,
Carla,2865,8/31/2015,"Johnson, Benjamin",554.43,147.37,90,701.8,Persona,,,,
Laura,2866,8/31/2015,"Griffin, Zachary",519.06,137.97,110,657.03,Persona,,,,
Carla,2867,8/31/2015,"Adams, Fernando",491.34,130.6,118,621.94,Persona,,,,
Maria,2868,8/31/2015,"Ramos, Dwayne",276.26,73.43,74,349.69,Persona,,,,
Luz,2869,9/1/2015,Charles Cnia,745.61,198.19,106,943.8,Empresa,,,,
John,2870,9/1/2015,Leo Seguros,623.25,165.67,63,788.92,Empresa,,,,
Juan,2871,9/1/2015,"Pal, Ricardo",779.06,207.09,91,986.15,Persona,,,,
Luis,2872,9/1/2015,Holyoke Producciones,840.24,223.35,97,1063.59,Empresa,,,,
